Title,IMDB id,Year,Rating,Genre,Top_cast
My Wife's Murder,tt0451824,2005,6.2,"Crime, Drama, Thriller","Anil KapoorRavi Patwardhan, Suchitra KrishnamoorthiSheela R. Patwardhan, Nandana SenReena Wadhwa"
Naam,tt0091598,1986,7.4,"Crime, Drama, Thriller","NutanJanki, Kumar GauravRavi Kapoor, Sanjay DuttVicky Kapoor"
Saugandh,tt0102846,1991,5.4,"Action, Drama, Romance","Rakhee GulzarGanga, Akshay KumarShiva, Shanti PriyaChand - Saurang's dauther"
Friendship - IMDb,tt30505698,,,Comedy,"Paul RuddBrian, Kate Mara, Meredith GarretsonBianca"
Mere Jeevan Saathi,tt0418880,2006,3.4,"Drama, Music, Romance","Akshay KumarVicky, Karisma KapoorNatasha, Ameesha PatelAnjali(as Amisha Patel)"
Saaya,tt0371922,2003,5.7,"Drama, Fantasy, Mystery","John AbrahamDr. Akash ""Akki"" Bhatnagar, Tara SharmaDr. Maya A. Bhatnagar, Mahima ChaudhryTanya"
Insaaf: The Final Justice,tt0251143,1997,3.8,"Action, Comedy, Drama","Akshay KumarInspector Vikram Singh, Shilpa Shetty KundraDivya(as Shilpa Shetty), Paresh RawalChiman Bhai"
Lakeer: Forbidden Lines,tt0426075,2004,4.7,"Action, Drama, Romance","Sunny DeolArjun Rana, Suniel ShettySanju(as Sunil Shetty), Sohail KhanKaran Rana"
100 Days My Prince,tt8199972,2018,7.8,"Action, Comedy, History","Do Kyung-sooLee Yool16 eps • 201816 episodes • 2018, Nam Ji-hyunHong Shim…16 eps • 201816 episodes • 2018, Jo Sung-haKim Cha Eon…16 eps • 201816 episodes • 2018"
Krishna Cottage,tt0408976,2004,5.2,"Horror, Mystery, Romance","Sohail KhanManav…, Isha KoppikarDisha, Anita Hassanandani ReddyShanti 'Shanu'(as Natassha)"
Naram Garam,tt0082796,1981,7.4,"Comedy, Drama","Amol PalekarRam Eshwar Prasad, Swaroop SampatKusum 'Kusi', Utpal DuttBhavani Shankar Bajpai"
Parvarish,tt0076527,1977,6.8,"Action, Crime, Drama","Shammi KapoorDSP Shamsher Singh, Amitabh BachchanAmit, Vinod KhannaKishan"
Aa Dekhen Zara,tt1372681,2009,5.2,"Action, Sci-Fi, Thriller","Neil Nitin MukeshRay Acharya, Mukesh AgrohariFrustrated Man, Bipasha BasuSimi Chatterjee"
Ittefaq,tt6692354,2017,7.2,"Crime, Mystery, Thriller","Sidharth MalhotraVikram Sethi, Sonakshi SinhaMaya Sinha, Akshaye KhannaDev Verma"
Bypass,tt2990816,2014,5.7,"Drama, Thriller","George MacKayTim, Ben DillowayGreg(as Benjamin Dilloway), Charlotte SpencerLilly"
Shortkut - The Con Is On,tt1229390,2009,3.5,"Comedy, Drama","Anil KapoorSelf, Sanjay DuttSelf, Akshaye KhannaShekhar Giriraj"
I Am Legend,tt0480249,2007,7.2,"Action, Drama, Horror","Will SmithRobert Neville, Alice BragaAnna, Charlie TahanEthan"
Genius,tt5673782,2017– ,8.2,"Biography, Drama, History","Samantha ColleyDora Maar…14 eps • 2017–201814 episodes • 2017–2018, Seth GabelMichele Besso…11 eps • 2017–201811 episodes • 2017–2018, Antonio BanderasPablo Picasso10 eps • 201810 episodes • 2018"
Masters of the Sky,tt2640044,2024,7.9,"Action, Drama, Thriller","Callum TurnerMaj. John 'Bucky' Egan9 eps • 2023–20249 episodes • 2023–2024, Anthony BoyleLt. Harry Crosby…9 eps • 2023–20249 episodes • 2023–2024, Elliot WarrenLt. James Douglass9 eps • 2023–20249 episodes • 2023–2024"
Monsoon Shootout,tt2198235,2013,6.6,"Action, Crime, Drama","Vijay VarmaAdi, Nawazuddin SiddiquiShiva, Neeraj KabiKhan"
404 Error - IMDb,tt0272688,,,,
Sonali Cable,tt2871010,2014,5.3,"Comedy, Drama","Rhea ChakrabortySonali Dattaram Tandel, Ali FazalRaghu Pawar, Raghav JuyalSadaa"
Guddu Rangeela,tt4684028,2015,5.3,"Comedy, Drama","Arshad WarsiRangeela, Amit SadhGuddu, Ronit RoyBillu Pahalwan"
Rishtey,tt0341549,2002,4.9,"Action, Drama, Romance","Anil KapoorSuraj Singh, Karisma KapoorKomal Singh, Shilpa Shetty KundraVaijanti(as Shilpa Shetty)"
Right Yaaa Wrong,tt1191130,2010,6.6,"Action, Crime, Drama","Sunny DeolACP Ajay Sridhar, Irrfan KhanInspector Vinay Patnaik(as Irrfan), Isha KoppikarAnshita 'Anshu' A. Sridhar(as Eesha Koppikhar)"
Eela,tt8427036,2018,5.4,Drama,"KajolEela Raiturkar, Riddhi SenVivaan, Tota Roy ChowdhuryArun"
Kati Patang,tt0065936,1970,7.2,"Drama, Family, Musical","Rajesh KhannaKamal Sinha, Asha ParekhMadhavi 'Madhu'…, Prem ChopraKailash"
404 Error - IMDb,tt1547234,,,,
Mirch,tt1388903,2010,6.5,"Comedy, Drama, Fantasy","Arunoday SinghMaanavPrithvi Singh…, Raima SenMaya…, Konkona Sen SharmaRani Lavni…"
Ankur,tt0071145,1974,7.8,Drama,"Shabana AzmiLaxmi, Sadhu MeherKishtayya, Anant NagSurya"
Shaadi No. 1,tt0449389,2005,3.5,Comedy,"Fardeen KhanRaj, Zayed KhanVeer, Sharman JoshiAryan"
Anwar,tt0953306,2007,6.5,"Drama, Romance, Thriller","Siddharth KoiralaAnwar, Nauheed CyrusiMehreen…, Manisha KoiralaAnita"
Elaan,tt0367695,1971,6.0,"Action, Drama, Musical","Vinod MehraNaresh Kumar Saxena, RekhaMala Mehta…, Vinod KhannaRam Singh"
Dangerous Ishhq,tt1971365,2012,4.1,"Fantasy, Mystery, Romance","Karisma KapoorSanjana…, Rajneesh DuggalRohan…, Divya DuttaNeetu…"
Season of the Witch,tt0479997,2011,5.4,"Action, Adventure, Fantasy","Nicolas CageBehmen, Ron PerlmanFelson, Claire FoyThe Girl"
Chori Chori Chupke Chupke,tt15374748,2021,9.5,,"Sahar Afsha, Savannah GraceyDaughter in restaurant, Sammy Jonas HeaneySteve Foriegner"
Aap Ki Khatir,tt0178196,1977,6.7,"Action, Comedy, Drama","Vinod KhannaSagar, RekhaSarita, NadiraShanti Devi"
Saagar,tt0152256,1985,6.9,"Drama, Romance","Rishi KapoorRavi, Kamal HaasanRaja, Dimple KapadiaMona D'Silva"
The Retirement Plan,tt14827638,2023,5.1,"Action, Comedy, Crime","Nicolas CageMatt, Ashley GreeneAshley(as Ashley Greene Khoury), Thalia CampbellSarah"
P Se Pyaar F Se Faraar,tt10816510,2019,7.0,"Crime, Drama, Romance","Bhavesh KumarSuraj Maali, Jimmy ShergillRajveer Singh(as Jimmy Sheirgill), Kumud MishraOmkar Singh"
Mercury Rising,tt0120749,1998,6.1,"Action, Crime, Drama","Bruce WillisArt Jeffries, Miko HughesSimon Lynch, Alec BaldwinNick Kudrow"
Mera Damad,tt0446158,1995,4.6,"Comedy, Drama","Utpal DuttSitanath Ardhnarayan Choudhry, Ashok KumarAjit Khanna, Farooq ShaikhJai Khanna"
Jagte Raho,tt0049378,1956,8.2,"Comedy, Drama","Pradeep KumarPradeep (Sati's boyfriend), Sumitra DeviSinging drunk's wife, Smriti BiswasSati"
Tahaan,tt1213928,2008,7.1,Drama,"Victor BanerjeeGrandfather, Purav BhandareTahan, Rahul BoseZafar"
Roop Ki Rani Choron Ka Raja,tt0107986,1993,4.8,"Action, Drama, Musical","Anil KapoorRamesh Verma…, SrideviSeema Soni…, Anupam KherJagmohan Lal Jugran…"
Veergati,tt0395802,1995,5.9,"Action, Drama","Salman KhanAjay, Atul AgnihotriSulokh, Sudesh BerryPolice Inspector Neelkanth Singh"
Tere Bin Laden: Dead or Alive,tt5313980,2016,4.4,Comedy,"Maniesh PaulSharma(as Manish Paul), Pradhuman SinghPaddi Singh…, Sikandar KherDavid DoSomething(as Sikander Kher)…"
Ram Aur Shyam,tt0062177,1967,7.2,"Comedy, Drama, Family","Dilip KumarRam…, Waheeda RehmanAnjana, Mumtaz AskariShanta(as Mumtaz)"
Patthar Ke Phool,tt0102645,1991,5.5,"Action, Drama, Romance","Salman KhanSuraj Verma, Raveena TandonKiran Khanna, Kiran KumarKarim Khan"
Jabariya Jodi,tt8785426,2019,4.0,"Action, Comedy, Drama","Sidharth MalhotraAbhay Singh, Parineeti ChopraBabli Yadav, Jaaved JaaferiHukun Dev Singh(as Javed Jaffrey)"
Calendar Girls,tt0337909,2003,6.9,"Comedy, Drama","Helen MirrenChris, Julie WaltersAnnie, Penelope WiltonRuth"
Kucch To Hai,tt0348662,2003,4.3,"Horror, Mystery, Romance","Tusshar KapoorKaran, Esha DeolTanya Oberoi, Anita Hassanandani ReddyNatasha(as Natassha)…"
My Shadow,tt0060689,1966,7.6,"Drama, Musical, Mystery","Sunil DuttThakur Rakesh Singh, Sadhana ShivdasaniGeeta(as Sadhana)…, Jagdish SethiJudge"
Vaada,tt0442855,2005,6.0,"Action, Crime, Drama","Arjun RampalRahul Verma, Zayed KhanKaran, Ameesha PatelPooja Sharma(as Amisha Patel)…"
Qurbani,tt0246879,1980,7.1,"Action, Crime, Drama","Feroz KhanRajesh Kumar…, Vinod KhannaAmar, Zeenat AmanSheela"
Quick Gun Murugun: Misadventures of an Indian Cowboy,tt1176911,2009,5.8,"Action, Comedy, Drama","Rajendra PrasadQuick Gun Murugan(as Rajendraprasad), RambhaMango Dolly, Anu MenonLocket Lover"
Prem Rog,tt0084532,1982,7.1,"Drama, Musical, Romance","Shammi KapoorBade Raja Thakur, Nanda KarnatakiVirendra's wife(as Nanda), Tanuja SamarthRaj Rani(as Tanuja)"
...Aur Pyaar Ho Gaya,tt0118525,1997,4.6,"Comedy, Drama, Musical","Bobby DeolBobby Oberoi, Aishwarya Rai BachchanAshi Kapoor(as Aishwarya Rai), Shammi KapoorGrandpa Kapoor"
Loins of Punjab Presents,tt1012757,2007,7.1,"Comedy, Music","Shabana AzmiRrita Kapoor, Ajay NaiduTurbanotorious B.D.G., Ayesha DharkerOpama Menon"
